Name,Year,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
이강준,2020,0,48.6,0,1.8,22.9,1.8,24.8,0,0,0,0,0.5,0,0,0.429,0,0.2,0,0,0
이강준,2021,0,30.6,0,1.6,3.2,0,64.5,0,0,0,0,0.4,0,0,0,0,0.4,0,0,0
이강준,2022,0,30.6,0,0,14.7,0.8,53.6,0,0,0,0,0.357,0,0,0.167,0,0.176,0,0,0
오석주,2021,3.3,47.7,0,15.7,29.4,3.9,0,0,0,0,0,0.278,0,0,0.364,0,0,0,0,0
오석주,2022,0,35.4,0,16.7,45.8,0,0,2.1,0,0,0,0.25,0,1,0.2,0,0,0,0,0
오석주,2023,0,35.8,0,19.9,36.9,0,0,7.4,0,0,0,0.154,0,0.375,0.235,0,0,1,0,0
오석주,2024,0,41.7,0,32.7,25.7,0,0,0,0,0,0,0.486,0,0.148,0.5,0,0,0,0,0
박주성,2020,0,94.6,0,0,5.4,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
박주성,2021,9.2,45.5,0,1.3,17.5,0.3,0,25.4,0,0,0.25,0.333,0,1,0.444,0,0,0.25,0,0
박주성,2022,2.8,54.6,0,0.5,16.2,0,0,25.9,0,0,0,0.211,0,0,0.333,0,0,0.211,0,0
원종현,2020,2.9,55.7,0,0.2,30.7,0,4.5,6,0,0,0.5,0.216,0,0,0.229,0,0.5,0.462,0,0
원종현,2021,0.2,39.2,0.2,0,32.1,0,15.9,12.4,0,0,0,0.341,0.5,0,0.3,0,0.412,0.156,0,0
원종현,2022,0,27.1,0,0,35.4,0,27.4,10.1,0,0,0,0.21,0,0,0.235,0,0.297,0.125,0,0
원종현,2023,0.6,52.8,0,0.3,32.3,0,6.8,7.1,0,0,1,0.214,0,1,0.565,0,0,0,0,0
원종현,2024,10.3,50,0,0,31,0,0,8.6,0,0,0,0.333,0,0,0.25,0,0,0,0,0
양지율,2020,0.3,64,0,0,35.2,0.3,0,0.3,0,0,0,0.367,0,0,0.167,0,0,0,0,0
양지율,2023,0,42.9,0,14.3,39.3,3.6,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0
양지율,2024,21.7,49.3,0,0,28.1,0,0,0.9,0,0,0.154,0.212,0,0,0.318,0,0,0,0,0
윤석원,2023,0,46.7,0,24.2,27.8,1.2,0,0,0,0,0,0.318,0,0.208,0.357,0,0,0,0,0
윤석원,2024,0,64.2,0,14.6,19,1.9,0,0,0,0,0,0.392,0,0.429,0.357,1,0,0,0,0
김승일,2024,0,57.4,0,40.7,0,1.9,0,0,0,0,0,0.4,0,0.286,0,0,0,0,0,0
김종수,2020,0,64.5,0,8.5,13.9,10.9,0,2.1,0,0,0,0.261,0,0.286,0.267,0.364,0,0.25,0,0
김종수,2021,0,66.7,0,9.7,21.9,1.6,0,0,0,0,0,0.221,0,0.143,0.188,0.333,0,0,0,0
김종수,2022,0,61.5,0,12.4,25.9,0,0,0,0,0,0,0.191,0,0.467,0.275,0,0,0,0,0
와이스,2024,0,47.8,0,23.2,24.7,3.3,0,0.8,0,0,0,0.264,0,0.101,0.205,0.417,0,0.25,0,0
류현진,2024,0.6,45.1,12.5,15.9,1.8,23.8,0,0,0,0,0.5,0.244,0.408,0.33,0.444,0.274,0,0,0,0
문동주,2022,0.4,57.7,0,17.8,16.4,7.5,0,0,0,0,0,0.34,0,0.13,0.217,0.182,0,0,0,0
문동주,2023,0,54.2,0,24.7,16.8,3.7,0,0,0,0,0,0.257,0,0.228,0.244,0.333,0,0,0,0
문동주,2024,1.3,49.4,0,23.9,17.7,6.1,0,1.5,0,0,0.5,0.367,0,0.272,0.325,0.2,0,0.1,0,0
김기중,2021,0,57.3,0,5.4,23.4,13.9,0,0,0,0,0,0.344,0,0.2,0.156,0.324,0,0,0,0
김기중,2022,0,54.4,0,12.5,22.2,10.9,0,0,0,0,0,0.37,0,0,0.3,0.143,0,0,0,0
김기중,2023,0,45.2,0,16.3,30.6,7.7,0,0,0,0,0,0.276,0,0.182,0.286,0.417,0,0,0,0
김기중,2024,0,42.7,0,18.5,29.6,9.2,0,0,0,0,0,0.318,0,0.404,0.326,0.222,0,0,0,0
김도빈,2024,0,35,0,0,0,65,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
김범수,2020,0,59.1,0,9.1,18.8,12.8,0,0,0,0,0,0.234,0,0.389,0.244,0.321,0,0,0,0
김범수,2021,0,61,0,5.9,22.9,10.2,0,0,0,0,0,0.264,0,0.333,0.183,0.304,0,0,0,0
김범수,2022,0,42,0,10.3,41.6,6,0,0,0,0,0,0.283,0,0.143,0.242,0.333,0,0,0,0
김범수,2023,0,42.8,0,9.8,40.2,7,0,0,0,0,0,0.245,0,0.538,0.25,0.25,0,0,0,0
김범수,2024,0,40.2,0,4.2,38.3,0.7,0,14.3,0,0,0,0.231,0,0.125,0.298,0,0,0.2,0,0.5
김서현,2023,4.4,51.3,0,3.4,33.6,4.2,0,2.5,0,0,0.333,0.326,0,0,0.194,0.333,0,0,0,0
김서현,2024,0,60.2,0,0,30.5,9.2,0,0,0,0,0,0.301,0,0,0.109,0.231,0,0,0,0
박상원,2020,0,49,0,0.7,25.8,0,0,24.5,0,0,0,0.259,0,0,0.254,0,0,0.321,0,0
박상원,2022,0,54.8,0,0,19.8,0,0,25.3,0,0,0,0.333,0,0,0,0,0,0.25,0,0
박상원,2023,0,54.9,0,0,11,0,0,33.7,0,0,0,0.305,0,0,0.231,0,0,0.21,0,1
박상원,2024,0.1,53.4,0,0.5,14.7,0,0,31.2,0,0,1,0.24,0,1,0.25,0,0,0.193,0,0
박성웅,2020,0,46.9,0,6.7,14.8,31.6,0,0,0,0,0,0.419,0,0.5,0.176,0.2,0,0,0,0
박성웅,2021,0,45.6,0,8.9,23.3,22.2,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0
박준영,2022,0,71.8,0,9.7,5.1,0,0,13.4,0,0,0,0.281,0,0.5,0,0,0,0.3,0,0
박준영,2023,0,71.3,0,21.8,3,0,0,4,0,0,0,0.111,0,0.5,0,0,0,0,0,0
배동현,2021,0,60.3,0,6.3,6.7,10.8,0,15.9,0,0,0,0.183,0,0,0.5,0.188,0,0.344,0,0
배민서,2020,12.6,41.6,0,0,21,21,1.3,2.5,0,0,0.3,0.36,0,0,0,0.455,0,0,0,0
배민서,2021,0.8,51,0,0,22,21.9,4.2,0,0,0,0,0.307,0,0,0.317,0.346,0.667,0,0,0
배민서,2023,0,24.4,0,0,20.5,32.3,14.2,7.9,0,0,0,0.778,0,0,0.2,0.091,0,1,0,0
배민서,2024,0,43.9,0,0,12.2,43.9,0,0,0,0,0,0.667,0,0,0.333,0.5,0,0,0,0
엄상백,2021,0,52.6,0,3,20.2,23.8,0,0,0,0,0,0.213,0,0.083,0.279,0.183,0,0,0,0
엄상백,2022,0,43.8,0,0.7,19.6,35.2,0.6,0,0,0,0,0.149,0,0.333,0.304,0.297,0,0,0,0
엄상백,2023,0,33.5,0.7,0.1,12.6,52.9,0,0,0,0,0,0.221,0.5,1,0.2,0.259,0,0,0,0
엄상백,2024,0,36.3,21.8,0,6.6,35.2,0,0,0,0,0,0.22,0.23,0,0.22,0.361,0,0,0,0
윤대경,2020,0,53.6,0,10.9,4.1,23,0,8.2,0,0,0,0.224,0,0.4,0.556,0.208,0,0.25,0,0
윤대경,2021,0,56.4,0,10.8,6,26.6,0,0,0,0,0,0.253,0,0.12,0.435,0.224,0,0,0,0
윤대경,2022,0,53.9,0,13.6,18.3,14.1,0,0,0,0,0,0.355,0,0.355,0.254,0.365,0,0,0,0
윤대경,2023,0.1,58.7,0,10.3,6,24.5,0,0,0,0,0,0.228,0,0.111,0.143,0.208,0,0,0,0
윤대경,2024,0,51,0,12.1,1.3,35.6,0,0,0,0,0,0.429,0,1,0,0.214,0,0,0,0
이민우,2020,0.1,42.9,0.1,6.5,29.7,17,0,3.8,0,0,0,0.353,0,0.25,0.302,0.26,0,0.238,0,0
이민우,2021,6.8,45.7,1.9,14.2,24.4,4.1,0,2.8,0,0,0.333,0.277,0.167,0.3,0.378,0.444,0,0.667,0,0
이민우,2022,1.3,53.2,0,16.5,24.1,0,0,5.1,0,0,0,0.7,0,0,0.429,0,0,0,0,0
이민우,2023,1.3,41,0.8,18,34.7,0,0,2.9,0,0,0,0.1,0,0,0.333,0,0,1,0,0
이민우,2024,0,34.5,0,18.8,41.8,0,0,5,0,0,0,0.367,0,0.184,0.256,0,0,0.286,0,0
이상규,2020,0,60.1,0,2.4,31.2,0.3,0,5.9,0,0,0,0.361,0,0.5,0.381,0,0,0.143,0,0
이상규,2021,38.2,28.2,0,4.5,29.1,0,0,0,0,0,0.2,0.25,0,1,0.429,0,0,0,0,0
이상규,2023,50.7,0.7,0,14.5,26.3,0,0,7.2,0,0,0.353,0,0,0,0.143,0,0,0,0,0
이상규,2024,13.7,34.9,7.5,8.3,22,13.4,0,0,0,0,0.25,0.429,0.4,0.273,0.194,0.111,0,0,0,0
이충호,2021,0,62,0,0.6,28.9,8.4,0,0,0,0,0,0.356,0,0,0.19,0,0,0,0,0
이충호,2022,3,62.4,0,0,34.7,0,0,0,0,0,0.5,0.385,0,0,0.167,0,0,0,0,0
이충호,2023,34.5,20.7,0,0,44.8,0,0,0,0,0,0.273,0.5,0,0,0.353,0,0,0,0,0
이충호,2024,77.8,2.2,0,0,13.3,6.7,0,0,0,0,0.333,0,0,0,0.667,0,0,0,0,0
이태양,2020,0,45.7,0,1.2,11.7,0,0,41.4,0,0,0,0.357,0,1,0.4,0,0,0.214,0,0
이태양,2021,0,46.4,0,6.3,16.6,0,0,30.8,0,0,0,0.348,0,0.083,0.324,0,0,0.24,0,0
이태양,2022,0,40.7,0,12.9,14.1,0.1,0,32.1,0,0,0,0.292,0,0.188,0.353,1,0,0.218,0,0
이태양,2023,0,41.9,0,8.8,15.5,0,0,33.6,0,0,0,0.25,0,0.095,0.281,0,0,0.289,0,0
이태양,2024,0,34.4,0,7.8,19.4,0,0,38.3,0,0,0,0.421,0,0,0.333,0,0,0.35,0,0
장민재,2020,0,45,0,8.1,7.1,0,0,39.8,0,0,0,0.371,0,0.308,0.15,0,0,0.371,0,0
장민재,2021,0.9,43.5,0,7.3,10.6,0,0,37.7,0,0,0,0.4,0,0.25,0.231,0,0,0.214,0,0
장민재,2022,0,40.9,0,11.2,6.3,0,0,41.5,0,0,0,0.314,0,0.368,0.259,0,0,0.202,0,0
장민재,2023,0,40.9,0,9.8,4.8,0.1,0,44.4,0,0,0,0.287,0,0.533,0,0,0,0.29,0,0
장민재,2024,0,35.4,0,3.1,9.6,1.6,0,50.3,0,0,0,0.364,0,0.5,0.529,1,0,0.311,0,0
장시환,2020,0,40.5,0,24,27.1,0,0,8.4,0,0,0,0.338,0,0.214,0.259,0,0,0.264,0,0
장시환,2021,0,55.5,0,16.6,20.2,0,0,7.7,0,0,0,0.29,0,0.383,0.297,0,0,0.286,0,0
장시환,2022,0,60.6,0,27.9,10.7,0,0,0.8,0,0,0,0.272,0,0.213,0.154,0,0,0,0,0
장시환,2023,0,47.8,0,30.4,17.9,0,0,3.8,0,0,0,0.296,0,0.205,0.259,0,0,0.333,0,0
장시환,2024,0.2,42.5,0,27.5,26.1,0,0,3.8,0,0,0,0.275,0,0.25,0.281,0,0,0.2,0,0
장지수,2021,0,72.1,0,10.7,17.2,0,0,0,0,0,0,0.205,0,0.167,0,0,0,0,0,0
장지수,2022,0,58.6,0,6.9,34.5,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0
장지수,2023,0,43.2,0,27.3,29.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0
장지수,2024,0,44.4,0,18,37.3,0.4,0,0,0,0,0,0.452,0,0.333,0.273,0,0,0,0,0
조동욱,2024,0,51.7,0,0.8,22.9,24.3,0.1,0,0,0,0,0.378,0,0,0.286,0.256,0,0,0,0
주현상,2021,0,59.4,0,5.7,12.9,21.5,0,0.5,0,0,0,0.239,0,0.4,0.333,0.188,0,0,0,0
주현상,2022,0,55.6,0,6.7,18.4,19.3,0,0,0,0,0,0.269,0,0.444,0.326,0.373,0,0,0,0
주현상,2023,0,53.8,0,8.1,25.9,12.2,0,0,0,0,0,0.183,0,0.091,0.143,0.227,0,0,0,0
주현상,2024,0,54.5,0,5.8,21.2,18.5,0,0,0,0,0,0.215,0,0.333,0.13,0.211,0,0,0,0
한승혁,2021,13.1,38.4,0,9.9,25.7,0,0,12.9,0,0,0.308,0.389,0,0.167,0.222,0,0,0.125,0,0
한승혁,2022,38.1,15.5,0,8.6,21.3,0,0,16.5,0,0,0.383,0.283,0,0.067,0.26,0,0,0.297,0,0
한승혁,2023,23,25.7,0,14.5,22.7,0,0,13.9,0,0,0.405,0.341,0,0.25,0.294,0,0,0.25,0,0
한승혁,2024,0.2,50.3,0,13.1,19.9,0,0,16.4,0,0,0,0.361,0,0.176,0.205,0,0,0.114,0,0
황준서,2024,0,56.4,0,5.4,0,0,0,38,0,0,0,0.261,0,0.231,0,0,0,0.323,0,0
김민우,2020,1.2,47.2,0,15.6,1.9,0,0,34.1,0,0,0.429,0.226,0,0.207,0.143,0,0,0.268,0,0
김민우,2021,0,45.4,0,13.8,7.5,0,0,33.2,0,0,0,0.245,0,0.274,0.196,0,0,0.209,0,0
김민우,2022,0,46.5,0,17.1,8.6,0.4,0,27.2,0,0,0,0.3,0,0.255,0.222,0.2,0,0.157,0,0
김민우,2023,0,46.6,0,14.2,2.9,0,0,36.2,0,0,0,0.369,0,0.176,0.143,0,0,0.3,0,0
김민우,2024,0,54.3,0,7,3.8,0,0,34.9,0,0,0,0.118,0,0.333,0.5,0,0,0.143,0,0
김태경,2020,0,57.9,0,10.5,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김태경,2021,0,51.4,0,14.7,15,2.1,0,16.8,0,0,0,0.222,0,0.167,0.375,0,0,0.1,0,0
김태경,2022,10.2,44.4,0,14.3,18.6,0.5,0,12,0,0,0.231,0.158,0,0.273,0.294,0,0,0.238,0,0
