선수명,연도,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
송은범,2022,53.8,0,0,7.7,36.5,0.7,0,0,0,0,0.322,0,0,0,0.25,1,0,0,0,0
송은범,2023,63,0,0,9.3,27.8,0,0,0,0,0,0.429,0,0,0.5,0.4,0,0,0,0,0
송은범,2024,50.9,0,0,1.8,47.4,0,0,0,0,0,0.417,0,0,1,0.111,0,0,0,0,0
김무신,2020,0,61.9,0,6.5,31.2,0,0,0.3,0,0,0,0.294,0,0.368,0.25,0,0,0,0,0
김무신,2021,0,71.2,0,1.5,27.3,0,0,0,0,0,0,0.367,0,0,0.143,0,0,0,0,0
김무신,2022,0.2,63,0,10.2,26.6,0,0,0,0,0,0,0.344,0,0.143,0.152,0,0,0,0,0
김무신,2024,0,47.6,0,10.5,41.9,0,0,0,0,0,0,0.625,0,0,0.2,0,0,0,0,0
이재익,2020,0,68.5,0,18.5,11.1,1.9,0,0,0,0,0,0.75,0,0.5,1,0,0,0,0,0
이재익,2021,0.9,57.2,0,8.6,32,1.4,0,0,0,0,1,0.304,0,0.5,0.182,0,0,0,0,0
이재익,2022,48.1,19.3,0,11.5,20.1,0.4,0,0,0,0,0.338,0.167,0,0.4,0.303,0,0,0,0,0
이재익,2023,71.1,2.7,0,11.1,14.9,0,0,0,0,0,0.266,0,0,0.208,0.5,0,0,0,0,0
이재익,2024,66.2,0.9,0,18,14.9,0,0,0,0,0,0.486,0,0,1,0.4,0,0,0,0,0
김태훈,2020,40.7,9.6,0,9.2,9.2,0,0,31.2,0,0,0.391,0.278,0,0.333,0.208,0,0,0.155,0,0
김태훈,2021,59.1,0.6,0,4.5,8.9,0,0,26.8,0,0,0.304,0.5,0,0.4,0.174,0,0,0.141,0,0
김태훈,2022,56.3,1.2,0,3.7,12.1,0,0,26.7,0,0,0.298,0.5,0,0,0.385,0,0,0.17,0,0
김태훈,2023,50,13.9,0,0,11.8,0,0,24.3,0,0,0.294,0.333,0,0,0.5,0,0,0.143,0,0
김태훈,2024,12.6,36,0.2,14.5,11.6,0,0,25.1,0,0,0.185,0.257,0,0.115,0.217,0,0,0.321,0,0
이승민,2020,0,51.7,0,11.9,16.5,19.7,0,0,0,0,0,0.364,0,0.714,0.125,0.233,0,0,0,0
이승민,2021,0,53.1,0,7.7,24.7,14.3,0,0,0,0,0,0.247,0,0.5,0.469,0.4,0,0,0,0
이승민,2022,0,45.2,0,1.1,33.3,20.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
이승민,2024,0,52.6,0,9,20.2,18.2,0,0,0,0,0,0.31,0,0.308,0.26,0.523,0,0,0,0
백정현,2020,0,50,0,10.2,19.8,20,0,0,0,0,0,0.292,0,0.45,0.229,0.259,0,0,0,0
백정현,2021,7.9,43.8,0,5.8,24.1,18.4,0,0,0,0,0.333,0.236,0,0.448,0.21,0.223,0,0,0,0
백정현,2022,22.1,25.6,0,6.3,28.5,17.3,0,0.3,0,0,0.327,0.392,0,0.048,0.301,0.172,0,0.667,0,0
백정현,2023,0.9,40.3,0,5.7,30.5,22.5,0,0,0,0,0.333,0.294,0,0.227,0.255,0.228,0,0,0,0
백정현,2024,0.2,47.8,0,11.2,20.3,20.4,0,0,0,0,0,0.324,0,0.382,0.259,0.348,0,0,0,0
최하늘,2022,0,44.4,0,0.5,21.4,33.3,0,0,0,0,0,0.321,0,0,0.273,0.313,0,0,0,0
최하늘,2023,0,39.3,0,0,22.7,38,0,0,0,0,0,0.267,0,0,0.25,0.692,0,0,0,0
최하늘,2024,0,37,0,0,9.3,53.4,0,0,0,0,0,0.256,0,0,0.222,0.22,0,0,0,0
이호성,2023,0,49.6,0,11.8,21,17.6,0,0,0,0,0,0.235,0,0.2,0.2,0.071,0,0,0,0
이호성,2024,0,42.9,0,13.1,29.7,14.1,0,0,0,0,0,0.381,0,0.286,0.293,0.44,0,0,0,0
최원태,2020,54.8,0.2,0,8.8,10.6,25.7,0,0,0,0,0.311,0,0,0.136,0.146,0.24,0,0,0,0
최원태,2021,50.8,0,0.1,8.2,17.8,23,0,0,0,0,0.338,0,0,0.152,0.273,0.226,0,0,0,0
최원태,2022,45.5,0.6,0,11.6,25.3,16.9,0,0,0,0,0.31,0,0,0.149,0.144,0.267,0,0,0,0
최원태,2023,28,9.1,0,14.9,30.3,17.6,0,0,0,0,0.231,0.389,0,0.186,0.28,0.163,0,0,0,0
최원태,2024,18.2,21,13.1,12.9,18.4,16.4,0,0,0,0,0.358,0.255,0.262,0.186,0.274,0.233,0,0,0,0
육선엽,2024,0,55.8,7,27.3,8.7,0.3,0,0,0,0,0,0.268,0,0.353,0.333,0,0,0,0,0
최지광,2020,0,48.4,0,7.7,43.9,0,0,0,0,0,0,0.265,0,0.143,0.185,0,0,0,0,0
최지광,2021,0,44.3,0,10.8,44.8,0,0,0,0,0,0,0.341,0,0.25,0.221,0,0,0,0,0
최지광,2023,0,41.3,0,13,43.7,0,0,1.8,0,0,0,0.231,0,0.25,0.25,0,0,0,0,0
최지광,2024,0,35.6,0,22.7,40.8,0.3,0,0,0,0,0,0.205,0,0.077,0.2,0,0,0,0,0
이상민,2020,0,51.9,0,15.4,20.7,12,0,0,0,0,0,0.37,0,0,0.308,0.5,0,0,0,0
이상민,2021,0.9,47.2,0,12.5,29.3,10.1,0,0,0,0,1,0.375,0,0.133,0.185,0.364,0,0,0,0
이상민,2022,0,45.9,0,12.6,33.8,7.7,0,0,0,0,0,0.372,0,0.357,0.149,0.143,0,0,0,0
이상민,2023,0,38.8,0,10.4,37,13.8,0,0,0,0,0,0.471,0,0.333,0.357,0.364,0,0,0,0
이상민,2024,0,43,0,13,31,13,0,0,0,0,0,0.296,0,0.25,0.233,0.357,0,0,0,0
이승현_우,2020,0,53.8,0,0.3,27.4,6.3,0,12.2,0,0,0,0.262,0,0,0.222,0.125,0,0.143,0,0
,2021,0,52.6,0,0,30.1,3.8,0,13.6,0,0,0,0.385,0,0,0.381,1,0,0.25,0,0
,2022,0,61,0,1,17.4,1.9,0,18.7,0,0,0,0.258,0,0,0.256,0,0,0.28,0,0
,2023,0,50.1,0,0.2,26.8,12,0,10.8,0,0,0,0.267,0,0,0.281,0.261,0,0.333,0,0
,2024,0,53,0,0.1,34.3,11.3,0,1.2,0,0,0,0.304,0,0,0.292,0.258,0,0,0,0
