선수명,연도,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
김진수,2021,0.0,55.9,0.0,20.6,20.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0
김진수,2024,0.0,33.2,0.0,40.5,8.2,18.2,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.368,0.222,0.308,0.0,0.0,0.0,0.0
진우영,2024,0.0,57.7,0.0,2.1,2.1,0.0,0.0,37.3,0.0,0.0,0.0,0.353,0.0,1.0,0.0,0.0,0.0,0.083,0.0,0.0
정지헌,2024,0.0,59.2,0.0,0.0,14.3,26.5,0.0,0.0,0.0,0.0,0.0,0.346,0.0,0.0,0.4,0.333,0.0,0.0,0.0,0.0
이지강,2022,0.0,72.7,0.0,9.1,10.5,6.8,0.0,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0
이지강,2023,0.0,48.7,0.0,12.5,14.9,23.3,0.0,0.0,0.0,0.0,0.0,0.223,0.0,0.286,0.27,0.214,0.0,0.0,0.0,0.0
이지강,2024,0.0,48.2,0.0,15.0,17.2,19.4,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.25,0.32,0.229,0.0,0.0,0.0,0.0
유영찬,2023,0.0,56.1,0.0,0.5,26.0,0.0,0.0,16.8,0.0,0.0,0.0,0.283,0.0,0.0,0.127,0.0,0.0,0.14,0.0,0.0
유영찬,2024,0.0,53.5,0.0,0.0,26.2,0.0,0.0,20.1,0.0,0.0,0.0,0.297,0.0,0.0,0.158,0.0,0.0,0.259,0.0,0.0
성동현,2023,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
성동현,2024,0.0,72.2,0.0,0.0,19.4,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장현식,2020,0.0,68.0,0.0,0.5,20.1,1.0,0.0,10.3,0.0,0.0,0.0,0.296,0.0,1.0,0.167,1.0,0.0,0.25,0.0,0.0
장현식,2021,0.0,65.9,0.0,0.4,23.3,0.0,0.0,10.4,0.0,0.0,0.0,0.283,0.0,0.0,0.159,0.0,0.0,0.12,0.0,0.0
장현식,2022,0.0,53.5,0.0,0.0,31.4,0.0,0.0,15.2,0.0,0.0,0.0,0.322,0.0,0.0,0.178,0.0,0.0,0.214,0.0,0.0
장현식,2023,0.0,67.5,0.0,0.0,23.7,0.0,0.0,8.8,0.0,0.0,0.0,0.297,0.0,0.0,0.241,0.0,0.0,0.5,0.0,0.0
장현식,2024,0.0,47.9,0.0,0.0,32.0,0.0,0.0,20.0,0.0,0.0,0.0,0.282,0.0,0.0,0.228,0.0,0.0,0.245,0.0,0.0
최채흥,2020,0.0,46.6,0.0,6.8,28.3,18.2,0.0,0.0,0.0,0.0,0.0,0.289,0.0,0.222,0.224,0.145,0.0,0.0,0.0,0.0
최채흥,2021,0.0,46.9,0.0,6.8,31.3,14.9,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.333,0.299,0.228,0.0,0.0,0.0,0.0
최채흥,2023,0.0,37.8,0.0,6.1,36.8,19.2,0.0,0.0,0.0,0.0,0.0,0.352,0.0,0.25,0.327,0.314,0.0,0.0,0.0,0.0
최채흥,2024,0.0,41.8,0.0,6.1,37.9,13.9,0.0,0.0,0.0,0.0,0.0,0.342,0.0,0.333,0.286,0.2,0.0,0.0,0.0,0.0
김강률,2020,0.0,71.7,0.0,15.4,2.2,1.6,0.0,9.1,0.0,0.0,0.0,0.349,0.0,0.188,0.5,0.0,0.0,0.3,0.0,0.0
김강률,2021,0.0,76.1,0.0,10.3,12.2,0.0,0.0,1.4,0.0,0.0,0.0,0.287,0.0,0.25,0.222,0.0,0.0,0.0,0.0,0.0
김강률,2022,0.0,65.1,0.0,13.9,20.3,0.3,0.0,0.5,0.0,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김강률,2023,0.0,52.8,0.0,16.4,24.7,0.0,0.0,6.1,0.0,0.0,0.0,0.352,0.0,0.045,0.188,0.0,0.0,0.0,0.0,0.0
김강률,2024,0.0,59.8,0.0,9.4,25.9,0.0,0.0,4.9,0.0,0.0,0.0,0.271,0.0,0.316,0.244,0.0,0.0,0.083,0.0,0.0
에르난데스,2024,5.7,48.7,4.3,9.7,21.6,9.8,0.0,0.0,0.0,0.0,0.4,0.202,0.25,0.125,0.273,0.316,0.0,0.0,0.0,0.0
김영준,2022,0.0,35.3,0.0,14.0,28.7,16.2,0.0,5.9,0.0,0.0,0.0,0.429,0.0,0.2,0.25,0.125,0.0,0.0,0.0,0.0
김영준,2023,0.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
김영준,2024,0.0,47.7,5.2,6.2,33.2,5.2,0.0,2.5,0.0,0.0,0.0,0.364,0.333,0.333,0.31,0.0,0.0,0.0,0.0,0.0
김주온,2020,0.0,67.2,0.0,0.0,30.5,2.3,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.244,0.4,0.0,0.0,0.0,0.0
김주온,2021,0.0,63.3,0.0,2.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
김주온,2022,0.0,57.3,0.0,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.0
김주온,2023,14.3,0.0,0.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
김주온,2024,44.9,1.0,0.0,3.1,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.357,0.0,0.0,0.0,0.0,0.0
심창민,2020,0.0,51.5,0.0,15.5,28.9,4.1,0.0,0.0,0.0,0.0,0.0,0.263,0.0,0.1,0.227,0.4,0.0,0.0,0.0,0.0
심창민,2021,0.0,46.2,0.0,17.1,30.8,5.8,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.067,0.24,0.188,0.0,0.0,0.0,0.0
심창민,2022,0.0,55.7,0.0,10.8,29.7,3.8,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
심창민,2023,0.0,32.9,0.0,15.2,40.5,11.4,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0
우강훈,2023,0.0,69.2,0.0,17.1,2.6,10.3,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
우강훈,2024,0.0,92.3,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이종준,2024,0.0,59.9,0.0,12.7,22.9,2.9,0.0,1.4,0.0,0.0,0.0,0.273,0.0,0.111,0.296,0.125,0.0,0.333,0.0,0.0
임준형,2021,0.5,47.7,0.0,21.0,19.9,10.9,0.0,0.0,0.0,0.0,0.0,0.293,0.0,0.158,0.438,0.2,0.0,0.0,0.0,0.0
임준형,2022,0.0,45.8,0.0,16.5,27.3,10.4,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.227,0.294,0.214,0.0,0.0,0.0,0.0
임준형,2024,0.0,48.3,0.0,9.2,31.3,11.3,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.167,0.3,0.5,0.0,0.0,0.0,0.0
허준혁,2022,0.0,67.4,0.0,0.0,16.8,0.0,0.0,15.8,0.0,0.0,0.0,0.533,0.0,0.0,0.667,0.0,0.0,0.143,0.0,0.0
